Geography,Industry,Year,Industry GDP
Northwest Territories,Public sector,2000,883.7
Northwest Territories,Public sector,2001,883.0
Northwest Territories,Public sector,2002,961.8
Northwest Territories,Public sector,2003,997.3
Northwest Territories,Public sector,2004,1013.4
Northwest Territories,Public sector,2005,1016.7
Northwest Territories,Public sector,2006,1028.9
Northwest Territories,Public sector,2007,1070.8
Northwest Territories,Public sector,2008,1083.2
Northwest Territories,Public sector,2009,1105.0
Northwest Territories,Public sector,2010,1132.0
Northwest Territories,Public sector,2011,1124.5
Northwest Territories,Public sector,2012,1141.8
Northwest Territories,Public sector,2013,1141.9
Northwest Territories,Public sector,2014,1157.2
Northwest Territories,Public sector,2015,1185.2
Northwest Territories,Public sector,2016,1191.2
Northwest Territories,Public sector,2017,1213.6
Northwest Territories,Public sector,2018,1231.0
Northwest Territories,Public sector,2019,1256.8
Northwest Territories,Cannabis sector,1999,0.8
Northwest Territories,Cannabis sector,2000,1.4
Northwest Territories,Cannabis sector,2001,0.9
Northwest Territories,Cannabis sector,2002,0.9
Northwest Territories,Cannabis sector,2003,0.9
Northwest Territories,Cannabis sector,2004,0.9
Northwest Territories,Cannabis sector,2005,1.0
Northwest Territories,Cannabis sector,2006,1.0
Northwest Territories,Cannabis sector,2007,1.0
Northwest Territories,Cannabis sector,2008,1.0
Northwest Territories,Cannabis sector,2009,1.0
Northwest Territories,Cannabis sector,2010,1.0
Northwest Territories,Cannabis sector,2011,1.0
Northwest Territories,Cannabis sector,2012,1.0
Northwest Territories,Cannabis sector,2013,1.1
Northwest Territories,Cannabis sector,2014,1.1
Northwest Territories,Cannabis sector,2015,1.1
Northwest Territories,Cannabis sector,2016,1.1
Northwest Territories,Cannabis sector,2017,1.1
Northwest Territories,Cannabis sector,2018,1.5
Northwest Territories,Cannabis sector,2019,2.2
Northwest Territories,Agriculture forestry fishing and hunting,1999,9.7
Northwest Territories,Agriculture forestry fishing and hunting,2000,9.5
Northwest Territories,Agriculture forestry fishing and hunting,2001,8.7
Northwest Territories,Agriculture forestry fishing and hunting,2002,9.0
Northwest Territories,Agriculture forestry fishing and hunting,2003,9.1
Northwest Territories,Agriculture forestry fishing and hunting,2004,9.6
Northwest Territories,Agriculture forestry fishing and hunting,2005,10.7
Northwest Territories,Agriculture forestry fishing and hunting,2006,9.3
Northwest Territories,Agriculture forestry fishing and hunting,2007,9.2
Northwest Territories,Agriculture forestry fishing and hunting,2008,11.9
Northwest Territories,Agriculture forestry fishing and hunting,2009,9.2
Northwest Territories,Agriculture forestry fishing and hunting,2010,14.4
Northwest Territories,Agriculture forestry fishing and hunting,2011,20.2
Northwest Territories,Agriculture forestry fishing and hunting,2012,17.3
Northwest Territories,Agriculture forestry fishing and hunting,2013,14.8
Northwest Territories,Agriculture forestry fishing and hunting,2014,15.2
Northwest Territories,Agriculture forestry fishing and hunting,2015,10.5
Northwest Territories,Agriculture forestry fishing and hunting,2016,9.5
Northwest Territories,Agriculture forestry fishing and hunting,2017,10.3
Northwest Territories,Agriculture forestry fishing and hunting,2018,10.3
Northwest Territories,Agriculture forestry fishing and hunting,2019,10.4
Northwest Territories,Mining quarrying and oil and gas extraction,1999,1027.8
Northwest Territories,Mining quarrying and oil and gas extraction,2000,1021.3
Northwest Territories,Mining quarrying and oil and gas extraction,2001,1460.7
Northwest Territories,Mining quarrying and oil and gas extraction,2002,1723.0
Northwest Territories,Mining quarrying and oil and gas extraction,2003,2410.3
Northwest Territories,Mining quarrying and oil and gas extraction,2004,2332.4
Northwest Territories,Mining quarrying and oil and gas extraction,2005,2112.6
Northwest Territories,Mining quarrying and oil and gas extraction,2006,2135.7
Northwest Territories,Mining quarrying and oil and gas extraction,2007,2561.2
Northwest Territories,Mining quarrying and oil and gas extraction,2008,2083.9
Northwest Territories,Mining quarrying and oil and gas extraction,2009,1651.9
Northwest Territories,Mining quarrying and oil and gas extraction,2010,1679.6
Northwest Territories,Mining quarrying and oil and gas extraction,2011,1329.9
Northwest Territories,Mining quarrying and oil and gas extraction,2012,1231.9
Northwest Territories,Mining quarrying and oil and gas extraction,2013,1226.3
Northwest Territories,Mining quarrying and oil and gas extraction,2014,1403.1
Northwest Territories,Mining quarrying and oil and gas extraction,2015,1327.2
Northwest Territories,Mining quarrying and oil and gas extraction,2016,1382.4
Northwest Territories,Mining quarrying and oil and gas extraction,2017,1846.5
Northwest Territories,Mining quarrying and oil and gas extraction,2018,1804.1
Northwest Territories,Mining quarrying and oil and gas extraction,2019,1336.0
Northwest Territories,Utilities,1999,60.1
Northwest Territories,Utilities,2000,59.7
Northwest Territories,Utilities,2001,54.0
Northwest Territories,Utilities,2002,59.1
Northwest Territories,Utilities,2003,61.7
Northwest Territories,Utilities,2004,66.5
Northwest Territories,Utilities,2005,73.4
Northwest Territories,Utilities,2006,72.5
Northwest Territories,Utilities,2007,79.6
Northwest Territories,Utilities,2008,81.5
Northwest Territories,Utilities,2009,70.3
Northwest Territories,Utilities,2010,74.6
Northwest Territories,Utilities,2011,69.4
Northwest Territories,Utilities,2012,66.9
Northwest Territories,Utilities,2013,68.5
Northwest Territories,Utilities,2014,68.0
Northwest Territories,Utilities,2015,67.1
Northwest Territories,Utilities,2016,70.7
Northwest Territories,Utilities,2017,74.1
Northwest Territories,Utilities,2018,76.0
Northwest Territories,Utilities,2019,72.3
Northwest Territories,Construction,1999,303.2
Northwest Territories,Construction,2000,388.1
Northwest Territories,Construction,2001,736.0
Northwest Territories,Construction,2002,561.5
Northwest Territories,Construction,2003,356.2
Northwest Territories,Construction,2004,508.7
Northwest Territories,Construction,2005,583.5
Northwest Territories,Construction,2006,586.1
Northwest Territories,Construction,2007,558.5
Northwest Territories,Construction,2008,419.8
Northwest Territories,Construction,2009,326.0
Northwest Territories,Construction,2010,370.1
Northwest Territories,Construction,2011,289.3
Northwest Territories,Construction,2012,325.9
Northwest Territories,Construction,2013,415.6
Northwest Territories,Construction,2014,438.2
Northwest Territories,Construction,2015,565.7
Northwest Territories,Construction,2016,490.9
Northwest Territories,Construction,2017,362.0
Northwest Territories,Construction,2018,366.1
Northwest Territories,Construction,2019,287.6
Northwest Territories,Manufacturing,1999,8.2
Northwest Territories,Manufacturing,2000,13.4
Northwest Territories,Manufacturing,2001,17.1
Northwest Territories,Manufacturing,2002,22.1
Northwest Territories,Manufacturing,2003,15.0
Northwest Territories,Manufacturing,2004,18.5
Northwest Territories,Manufacturing,2005,27.8
Northwest Territories,Manufacturing,2006,17.1
Northwest Territories,Manufacturing,2007,17.4
Northwest Territories,Manufacturing,2008,14.1
Northwest Territories,Manufacturing,2009,5.4
Northwest Territories,Manufacturing,2010,8.2
Northwest Territories,Manufacturing,2011,14.1
Northwest Territories,Manufacturing,2012,14.7
Northwest Territories,Manufacturing,2013,13.9
Northwest Territories,Manufacturing,2014,14.9
Northwest Territories,Manufacturing,2015,11.5
Northwest Territories,Manufacturing,2016,12.0
Northwest Territories,Manufacturing,2017,9.9
Northwest Territories,Manufacturing,2018,10.5
Northwest Territories,Manufacturing,2019,8.3
Northwest Territories,Wholesale trade,1999,60.1
Northwest Territories,Wholesale trade,2000,64.8
Northwest Territories,Wholesale trade,2001,61.6
Northwest Territories,Wholesale trade,2002,65.0
Northwest Territories,Wholesale trade,2003,70.4
Northwest Territories,Wholesale trade,2004,74.9
Northwest Territories,Wholesale trade,2005,92.5
Northwest Territories,Wholesale trade,2006,96.9
Northwest Territories,Wholesale trade,2007,103.0
Northwest Territories,Wholesale trade,2008,107.5
Northwest Territories,Wholesale trade,2009,85.8
Northwest Territories,Wholesale trade,2010,91.9
Northwest Territories,Wholesale trade,2011,107.0
Northwest Territories,Wholesale trade,2012,117.4
Northwest Territories,Wholesale trade,2013,117.0
Northwest Territories,Wholesale trade,2014,116.0
Northwest Territories,Wholesale trade,2015,115.7
Northwest Territories,Wholesale trade,2016,116.8
Northwest Territories,Wholesale trade,2017,117.3
Northwest Territories,Wholesale trade,2018,123.1
Northwest Territories,Wholesale trade,2019,104.2
Northwest Territories,Retail trade,1999,102.7
Northwest Territories,Retail trade,2000,111.0
Northwest Territories,Retail trade,2001,107.9
Northwest Territories,Retail trade,2002,113.6
Northwest Territories,Retail trade,2003,118.3
Northwest Territories,Retail trade,2004,122.3
Northwest Territories,Retail trade,2005,123.5
Northwest Territories,Retail trade,2006,131.3
Northwest Territories,Retail trade,2007,145.9
Northwest Territories,Retail trade,2008,160.6
Northwest Territories,Retail trade,2009,156.5
Northwest Territories,Retail trade,2010,152.3
Northwest Territories,Retail trade,2011,157.5
Northwest Territories,Retail trade,2012,156.6
Northwest Territories,Retail trade,2013,172.7
Northwest Territories,Retail trade,2014,174.4
Northwest Territories,Retail trade,2015,178.5
Northwest Territories,Retail trade,2016,159.1
Northwest Territories,Retail trade,2017,161.0
Northwest Territories,Retail trade,2018,165.1
Northwest Territories,Retail trade,2019,160.6
Northwest Territories,Transportation and warehousing,1999,135.8
Northwest Territories,Transportation and warehousing,2000,150.5
Northwest Territories,Transportation and warehousing,2001,162.4
Northwest Territories,Transportation and warehousing,2002,165.0
Northwest Territories,Transportation and warehousing,2003,181.8
Northwest Territories,Transportation and warehousing,2004,213.3
Northwest Territories,Transportation and warehousing,2005,260.6
Northwest Territories,Transportation and warehousing,2006,240.2
Northwest Territories,Transportation and warehousing,2007,238.1
Northwest Territories,Transportation and warehousing,2008,235.6
Northwest Territories,Transportation and warehousing,2009,218.7
Northwest Territories,Transportation and warehousing,2010,232.0
Northwest Territories,Transportation and warehousing,2011,240.8
Northwest Territories,Transportation and warehousing,2012,251.0
Northwest Territories,Transportation and warehousing,2013,254.1
Northwest Territories,Transportation and warehousing,2014,270.2
Northwest Territories,Transportation and warehousing,2015,256.0
Northwest Territories,Transportation and warehousing,2016,253.3
Northwest Territories,Transportation and warehousing,2017,217.3
Northwest Territories,Transportation and warehousing,2018,223.2
Northwest Territories,Transportation and warehousing,2019,223.8
Northwest Territories,Information and cultural industries,1999,62.1
Northwest Territories,Information and cultural industries,2000,67.5
Northwest Territories,Information and cultural industries,2001,75.1
Northwest Territories,Information and cultural industries,2002,82.4
Northwest Territories,Information and cultural industries,2003,85.5
Northwest Territories,Information and cultural industries,2004,88.1
Northwest Territories,Information and cultural industries,2005,91.0
Northwest Territories,Information and cultural industries,2006,84.5
Northwest Territories,Information and cultural industries,2007,81.1
Northwest Territories,Information and cultural industries,2008,84.1
Northwest Territories,Information and cultural industries,2009,90.1
Northwest Territories,Information and cultural industries,2010,91.9
Northwest Territories,Information and cultural industries,2011,92.2
Northwest Territories,Information and cultural industries,2012,92.8
Northwest Territories,Information and cultural industries,2013,95.1
Northwest Territories,Information and cultural industries,2014,89.2
Northwest Territories,Information and cultural industries,2015,90.5
Northwest Territories,Information and cultural industries,2016,95.2
Northwest Territories,Information and cultural industries,2017,98.8
Northwest Territories,Information and cultural industries,2018,104.5
Northwest Territories,Information and cultural industries,2019,107.0
Northwest Territories,Finance and insurance,1999,107.3
Northwest Territories,Finance and insurance,2000,103.8
Northwest Territories,Finance and insurance,2001,104.3
Northwest Territories,Finance and insurance,2002,109.5
Northwest Territories,Finance and insurance,2003,109.2
Northwest Territories,Finance and insurance,2004,109.3
Northwest Territories,Finance and insurance,2005,113.1
Northwest Territories,Finance and insurance,2006,115.1
Northwest Territories,Finance and insurance,2007,111.3
Northwest Territories,Finance and insurance,2008,109.1
Northwest Territories,Finance and insurance,2009,111.7
Northwest Territories,Finance and insurance,2010,113.6
Northwest Territories,Finance and insurance,2011,112.5
Northwest Territories,Finance and insurance,2012,116.2
Northwest Territories,Finance and insurance,2013,117.3
Northwest Territories,Finance and insurance,2014,117.6
Northwest Territories,Finance and insurance,2015,120.5
Northwest Territories,Finance and insurance,2016,118.5
Northwest Territories,Finance and insurance,2017,122.4
Northwest Territories,Finance and insurance,2018,123.8
Northwest Territories,Finance and insurance,2019,119.6
Northwest Territories,Real estate and rental and leasing,1999,279.7
Northwest Territories,Real estate and rental and leasing,2000,301.3
Northwest Territories,Real estate and rental and leasing,2001,299.6
Northwest Territories,Real estate and rental and leasing,2002,328.1
Northwest Territories,Real estate and rental and leasing,2003,332.6
Northwest Territories,Real estate and rental and leasing,2004,350.7
Northwest Territories,Real estate and rental and leasing,2005,361.9
Northwest Territories,Real estate and rental and leasing,2006,369.4
Northwest Territories,Real estate and rental and leasing,2007,365.6
Northwest Territories,Real estate and rental and leasing,2008,366.5
Northwest Territories,Real estate and rental and leasing,2009,376.6
Northwest Territories,Real estate and rental and leasing,2010,366.7
Northwest Territories,Real estate and rental and leasing,2011,361.6
Northwest Territories,Real estate and rental and leasing,2012,366.8
Northwest Territories,Real estate and rental and leasing,2013,362.1
Northwest Territories,Real estate and rental and leasing,2014,364.7
Northwest Territories,Real estate and rental and leasing,2015,373.5
Northwest Territories,Real estate and rental and leasing,2016,382.9
Northwest Territories,Real estate and rental and leasing,2017,395.4
Northwest Territories,Real estate and rental and leasing,2018,402.3
Northwest Territories,Real estate and rental and leasing,2019,403.8
Northwest Territories,Professional scientific and technical services,1999,65.1
Northwest Territories,Professional scientific and technical services,2000,67.7
Northwest Territories,Professional scientific and technical services,2001,69.7
Northwest Territories,Professional scientific and technical services,2002,77.5
Northwest Territories,Professional scientific and technical services,2003,83.8
Northwest Territories,Professional scientific and technical services,2004,86.8
Northwest Territories,Professional scientific and technical services,2005,93.3
Northwest Territories,Professional scientific and technical services,2006,96.2
Northwest Territories,Professional scientific and technical services,2007,97.4
Northwest Territories,Professional scientific and technical services,2008,96.2
Northwest Territories,Professional scientific and technical services,2009,106.9
Northwest Territories,Professional scientific and technical services,2010,108.0
Northwest Territories,Professional scientific and technical services,2011,105.1
Northwest Territories,Professional scientific and technical services,2012,103.9
Northwest Territories,Professional scientific and technical services,2013,96.7
Northwest Territories,Professional scientific and technical services,2014,101.2
Northwest Territories,Professional scientific and technical services,2015,88.6
Northwest Territories,Professional scientific and technical services,2016,86.0
Northwest Territories,Professional scientific and technical services,2017,77.9
Northwest Territories,Professional scientific and technical services,2018,74.7
Northwest Territories,Professional scientific and technical services,2019,76.2
Northwest Territories,Management of companies and enterprises,1999,19.0
Northwest Territories,Management of companies and enterprises,2000,25.8
Northwest Territories,Management of companies and enterprises,2001,25.0
Northwest Territories,Management of companies and enterprises,2002,30.9
Northwest Territories,Management of companies and enterprises,2003,26.4
Northwest Territories,Management of companies and enterprises,2004,26.5
Northwest Territories,Management of companies and enterprises,2005,28.6
Northwest Territories,Management of companies and enterprises,2006,27.5
Northwest Territories,Management of companies and enterprises,2007,29.0
Northwest Territories,Management of companies and enterprises,2008,30.1
Northwest Territories,Management of companies and enterprises,2009,30.5
Northwest Territories,Management of companies and enterprises,2010,33.8
Northwest Territories,Management of companies and enterprises,2011,34.5
Northwest Territories,Management of companies and enterprises,2012,33.9
Northwest Territories,Management of companies and enterprises,2013,37.2
Northwest Territories,Management of companies and enterprises,2014,34.4
Northwest Territories,Management of companies and enterprises,2015,33.3
Northwest Territories,Management of companies and enterprises,2016,28.0
Northwest Territories,Management of companies and enterprises,2017,22.4
Northwest Territories,Management of companies and enterprises,2018,19.6
Northwest Territories,Management of companies and enterprises,2019,16.2
Northwest Territories,Administrative and support waste management and remediation services,1999,28.2
Northwest Territories,Administrative and support waste management and remediation services,2000,31.9
Northwest Territories,Administrative and support waste management and remediation services,2001,33.9
Northwest Territories,Administrative and support waste management and remediation services,2002,40.9
Northwest Territories,Administrative and support waste management and remediation services,2003,49.3
Northwest Territories,Administrative and support waste management and remediation services,2004,52.1
Northwest Territories,Administrative and support waste management and remediation services,2005,57.0
Northwest Territories,Administrative and support waste management and remediation services,2006,61.6
Northwest Territories,Administrative and support waste management and remediation services,2007,64.8
Northwest Territories,Administrative and support waste management and remediation services,2008,63.9
Northwest Territories,Administrative and support waste management and remediation services,2009,61.2
Northwest Territories,Administrative and support waste management and remediation services,2010,61.8
Northwest Territories,Administrative and support waste management and remediation services,2011,63.7
Northwest Territories,Administrative and support waste management and remediation services,2012,67.5
Northwest Territories,Administrative and support waste management and remediation services,2013,69.3
Northwest Territories,Administrative and support waste management and remediation services,2014,65.2
Northwest Territories,Administrative and support waste management and remediation services,2015,64.2
Northwest Territories,Administrative and support waste management and remediation services,2016,56.6
Northwest Territories,Administrative and support waste management and remediation services,2017,53.4
Northwest Territories,Administrative and support waste management and remediation services,2018,50.9
Northwest Territories,Administrative and support waste management and remediation services,2019,52.8
Northwest Territories,Educational services,1999,127.3
Northwest Territories,Educational services,2000,141.1
Northwest Territories,Educational services,2001,133.1
Northwest Territories,Educational services,2002,149.2
Northwest Territories,Educational services,2003,155.2
Northwest Territories,Educational services,2004,154.1
Northwest Territories,Educational services,2005,154.1
Northwest Territories,Educational services,2006,155.3
Northwest Territories,Educational services,2007,208.8
Northwest Territories,Educational services,2008,212.1
Northwest Territories,Educational services,2009,211.1
Northwest Territories,Educational services,2010,211.1
Northwest Territories,Educational services,2011,208.7
Northwest Territories,Educational services,2012,212.2
Northwest Territories,Educational services,2013,212.7
Northwest Territories,Educational services,2014,213.0
Northwest Territories,Educational services,2015,209.5
Northwest Territories,Educational services,2016,208.5
Northwest Territories,Educational services,2017,209.8
Northwest Territories,Educational services,2018,214.7
Northwest Territories,Educational services,2019,220.1
Northwest Territories,Health care and social assistance,1999,182.8
Northwest Territories,Health care and social assistance,2000,195.1
Northwest Territories,Health care and social assistance,2001,199.4
Northwest Territories,Health care and social assistance,2002,213.1
Northwest Territories,Health care and social assistance,2003,234.4
Northwest Territories,Health care and social assistance,2004,248.5
Northwest Territories,Health care and social assistance,2005,263.6
Northwest Territories,Health care and social assistance,2006,266.2
Northwest Territories,Health care and social assistance,2007,267.1
Northwest Territories,Health care and social assistance,2008,266.3
Northwest Territories,Health care and social assistance,2009,270.8
Northwest Territories,Health care and social assistance,2010,274.5
Northwest Territories,Health care and social assistance,2011,269.8
Northwest Territories,Health care and social assistance,2012,268.8
Northwest Territories,Health care and social assistance,2013,265.7
Northwest Territories,Health care and social assistance,2014,276.8
Northwest Territories,Health care and social assistance,2015,288.9
Northwest Territories,Health care and social assistance,2016,298.8
Northwest Territories,Health care and social assistance,2017,304.0
Northwest Territories,Health care and social assistance,2018,309.6
Northwest Territories,Health care and social assistance,2019,319.0
Northwest Territories,Arts entertainment and recreation,1999,11.4
Northwest Territories,Arts entertainment and recreation,2000,12.1
Northwest Territories,Arts entertainment and recreation,2001,11.9
Northwest Territories,Arts entertainment and recreation,2002,11.6
Northwest Territories,Arts entertainment and recreation,2003,11.0
Northwest Territories,Arts entertainment and recreation,2004,10.1
Northwest Territories,Arts entertainment and recreation,2005,10.1
Northwest Territories,Arts entertainment and recreation,2006,10.6
Northwest Territories,Arts entertainment and recreation,2007,11.2
Northwest Territories,Arts entertainment and recreation,2008,11.1
Northwest Territories,Arts entertainment and recreation,2009,11.2
Northwest Territories,Arts entertainment and recreation,2010,11.5
Northwest Territories,Arts entertainment and recreation,2011,10.7
Northwest Territories,Arts entertainment and recreation,2012,11.3
Northwest Territories,Arts entertainment and recreation,2013,11.8
Northwest Territories,Arts entertainment and recreation,2014,9.0
Northwest Territories,Arts entertainment and recreation,2015,6.8
Northwest Territories,Arts entertainment and recreation,2016,6.4
Northwest Territories,Arts entertainment and recreation,2017,7.6
Northwest Territories,Arts entertainment and recreation,2018,7.4
Northwest Territories,Arts entertainment and recreation,2019,7.2
Northwest Territories,Accommodation and food services,1999,73.7
Northwest Territories,Accommodation and food services,2000,84.0
Northwest Territories,Accommodation and food services,2001,86.1
Northwest Territories,Accommodation and food services,2002,84.4
Northwest Territories,Accommodation and food services,2003,93.6
Northwest Territories,Accommodation and food services,2004,95.2
Northwest Territories,Accommodation and food services,2005,93.6
Northwest Territories,Accommodation and food services,2006,90.8
Northwest Territories,Accommodation and food services,2007,93.2
Northwest Territories,Accommodation and food services,2008,97.2
Northwest Territories,Accommodation and food services,2009,84.8
Northwest Territories,Accommodation and food services,2010,83.7
Northwest Territories,Accommodation and food services,2011,83.9
Northwest Territories,Accommodation and food services,2012,82.8
Northwest Territories,Accommodation and food services,2013,109.4
Northwest Territories,Accommodation and food services,2014,99.2
Northwest Territories,Accommodation and food services,2015,93.0
Northwest Territories,Accommodation and food services,2016,94.4
Northwest Territories,Accommodation and food services,2017,94.0
Northwest Territories,Accommodation and food services,2018,93.8
Northwest Territories,Accommodation and food services,2019,95.2
Northwest Territories,Other services (except public administration),1999,52.1
Northwest Territories,Other services (except public administration),2000,60.1
Northwest Territories,Other services (except public administration),2001,61.8
Northwest Territories,Other services (except public administration),2002,58.7
Northwest Territories,Other services (except public administration),2003,60.1
Northwest Territories,Other services (except public administration),2004,59.9
Northwest Territories,Other services (except public administration),2005,52.6
Northwest Territories,Other services (except public administration),2006,49.5
Northwest Territories,Other services (except public administration),2007,51.8
Northwest Territories,Other services (except public administration),2008,51.8
Northwest Territories,Other services (except public administration),2009,50.8
Northwest Territories,Other services (except public administration),2010,50.4
Northwest Territories,Other services (except public administration),2011,50.4
Northwest Territories,Other services (except public administration),2012,51.2
Northwest Territories,Other services (except public administration),2013,53.3
Northwest Territories,Other services (except public administration),2014,57.5
Northwest Territories,Other services (except public administration),2015,57.6
Northwest Territories,Other services (except public administration),2016,57.4
Northwest Territories,Other services (except public administration),2017,58.2
Northwest Territories,Other services (except public administration),2018,57.8
Northwest Territories,Other services (except public administration),2019,56.3
Northwest Territories,Public administration,1999,484.9
Northwest Territories,Public administration,2000,544.5
Northwest Territories,Public administration,2001,545.1
Northwest Territories,Public administration,2002,595.1
Northwest Territories,Public administration,2003,602.0
Northwest Territories,Public administration,2004,602.9
Northwest Territories,Public administration,2005,589.7
Northwest Territories,Public administration,2006,597.8
Northwest Territories,Public administration,2007,595.0
Northwest Territories,Public administration,2008,605.0
Northwest Territories,Public administration,2009,622.9
Northwest Territories,Public administration,2010,646.0
Northwest Territories,Public administration,2011,645.6
Northwest Territories,Public administration,2012,660.8
Northwest Territories,Public administration,2013,664.2
Northwest Territories,Public administration,2014,670.2
Northwest Territories,Public administration,2015,692.2
Northwest Territories,Public administration,2016,689.1
Northwest Territories,Public administration,2017,706.0
Northwest Territories,Public administration,2018,712.3
Northwest Territories,Public administration,2019,722.8
Nunavut,Goods-producing industries,1999,528.1
Nunavut,Goods-producing industries,2000,533.1
Nunavut,Goods-producing industries,2001,542.5
Nunavut,Goods-producing industries,2002,390.8
Nunavut,Goods-producing industries,2003,320.8
Nunavut,Goods-producing industries,2004,334.1
Nunavut,Goods-producing industries,2005,336.0
Nunavut,Goods-producing industries,2006,309.1
Nunavut,Goods-producing industries,2007,296.8
Nunavut,Goods-producing industries,2008,448.4
Nunavut,Goods-producing industries,2009,346.2
Nunavut,Goods-producing industries,2010,621.5
Nunavut,Goods-producing industries,2011,689.1
Nunavut,Goods-producing industries,2012,695.3
Nunavut,Goods-producing industries,2013,898.3
Nunavut,Goods-producing industries,2014,876.4
Nunavut,Goods-producing industries,2015,837.1
Nunavut,Goods-producing industries,2016,914.7
Nunavut,Goods-producing industries,2017,1209.2
Nunavut,Goods-producing industries,2018,1323.7
Nunavut,Goods-producing industries,2019,1470.0
Nunavut,Service-producing industries,1999,791.8
Nunavut,Service-producing industries,2000,833.2
Nunavut,Service-producing industries,2001,898.7
Nunavut,Service-producing industries,2002,1034.7
Nunavut,Service-producing industries,2003,1082.1
Nunavut,Service-producing industries,2004,1135.5
Nunavut,Service-producing industries,2005,1124.9
Nunavut,Service-producing industries,2006,1163.1
Nunavut,Service-producing industries,2007,1295.8
Nunavut,Service-producing industries,2008,1354.4
Nunavut,Service-producing industries,2009,1337.8
Nunavut,Service-producing industries,2010,1382.9
Nunavut,Service-producing industries,2011,1430.6
Nunavut,Service-producing industries,2012,1477.8
Nunavut,Service-producing industries,2013,1498.2
Nunavut,Service-producing industries,2014,1489.3
Nunavut,Service-producing industries,2015,1513.4
Nunavut,Service-producing industries,2016,1567.5
Nunavut,Service-producing industries,2017,1626.8
Nunavut,Service-producing industries,2018,1660.5
Nunavut,Service-producing industries,2019,1714.0
Nunavut,Industrial production,1999,523.2
Nunavut,Industrial production,2000,615.5
Nunavut,Industrial production,2001,536.7
Nunavut,Industrial production,2002,270.5
Nunavut,Industrial production,2003,117.2
Nunavut,Industrial production,2004,155.7
Nunavut,Industrial production,2005,124.0
Nunavut,Industrial production,2006,152.5
Nunavut,Industrial production,2007,141.0
Nunavut,Industrial production,2008,133.5
Nunavut,Industrial production,2009,108.9
Nunavut,Industrial production,2010,350.4
Nunavut,Industrial production,2011,453.8
Nunavut,Industrial production,2012,520.6
Nunavut,Industrial production,2013,569.4
Nunavut,Industrial production,2014,601.9
Nunavut,Industrial production,2015,569.9
Nunavut,Industrial production,2016,607.8
Nunavut,Industrial production,2017,764.4
Nunavut,Industrial production,2018,791.8
Nunavut,Industrial production,2019,925.1
Nunavut,Non-durable manufacturing industries,1999,1.4
Nunavut,Non-durable manufacturing industries,2000,2.2
Nunavut,Non-durable manufacturing industries,2001,1.8
Nunavut,Non-durable manufacturing industries,2002,3.2
Nunavut,Non-durable manufacturing industries,2003,2.7
Nunavut,Non-durable manufacturing industries,2004,2.2
Nunavut,Non-durable manufacturing industries,2005,2.9
Nunavut,Non-durable manufacturing industries,2006,3.4
Nunavut,Non-durable manufacturing industries,2007,2.1
Nunavut,Non-durable manufacturing industries,2008,2.0
Nunavut,Non-durable manufacturing industries,2009,1.7
Nunavut,Non-durable manufacturing industries,2010,5.1
Nunavut,Non-durable manufacturing industries,2011,3.7
Nunavut,Non-durable manufacturing industries,2012,10.4
Nunavut,Non-durable manufacturing industries,2013,11.0
Nunavut,Non-durable manufacturing industries,2014,11.0
Nunavut,Non-durable manufacturing industries,2015,10.2
Nunavut,Non-durable manufacturing industries,2016,8.8
Nunavut,Non-durable manufacturing industries,2017,7.8
Nunavut,Non-durable manufacturing industries,2018,9.5
Nunavut,Non-durable manufacturing industries,2019,9.2
Nunavut,Durable manufacturing industries,1999,0.1
Nunavut,Durable manufacturing industries,2000,0.1
Nunavut,Durable manufacturing industries,2001,0.3
Nunavut,Durable manufacturing industries,2002,0.0
Nunavut,Durable manufacturing industries,2003,0.0
Nunavut,Durable manufacturing industries,2004,0.1
Nunavut,Durable manufacturing industries,2005,0.1
Nunavut,Durable manufacturing industries,2006,0.2
Nunavut,Durable manufacturing industries,2007,0.1
Nunavut,Durable manufacturing industries,2008,0.1
Nunavut,Durable manufacturing industries,2009,0.1
Nunavut,Durable manufacturing industries,2010,0.1
Nunavut,Durable manufacturing industries,2011,0.0
Nunavut,Durable manufacturing industries,2012,0.0
Nunavut,Durable manufacturing industries,2013,0.0
Nunavut,Durable manufacturing industries,2014,0.9
Nunavut,Durable manufacturing industries,2015,0.7
Nunavut,Durable manufacturing industries,2016,0.0
Nunavut,Durable manufacturing industries,2017,0.0
Nunavut,Durable manufacturing industries,2018,0.0
Nunavut,Durable manufacturing industries,2019,0.0
Nunavut,Information and communication technology sector,1999,4.6
Nunavut,Information and communication technology sector,2000,6.4
Nunavut,Information and communication technology sector,2001,7.6
Nunavut,Information and communication technology sector,2002,10.5
Nunavut,Information and communication technology sector,2003,13.2
Nunavut,Information and communication technology sector,2004,12.9
Nunavut,Information and communication technology sector,2005,11.9
Nunavut,Information and communication technology sector,2006,12.4
Nunavut,Information and communication technology sector,2007,26.5
Nunavut,Information and communication technology sector,2008,31.2
Nunavut,Information and communication technology sector,2009,32.9
Nunavut,Information and communication technology sector,2010,36.4
Nunavut,Information and communication technology sector,2011,43.3
Nunavut,Information and communication technology sector,2012,53.0
Nunavut,Information and communication technology sector,2013,54.0
Nunavut,Information and communication technology sector,2014,54.7
Nunavut,Information and communication technology sector,2015,54.6
Nunavut,Information and communication technology sector,2016,56.7
Nunavut,Information and communication technology sector,2017,64.3
